,client_id,product_category,product_company,subtype,amount,date,transaction_type
680923,733,sixteen,,Purchase,1173,01/01/2020 18:36,Negative
70289,76,6,Arrow,Purchase,87,01/01/2020 18:36,Negative
26594,29,6,,Purchase,71,01/01/2020 18:36,Negative
361813,390,14,Skala Cafe,Purchase,1907,01/01/2020 18:37,Negative
323077,349,thirteen,WILDBERRIES,Purchase,2897,01/01/2020 18:39,Negative
529415,570,28,,Translation,2133,01/01/2020 18:39,Negative
575881,620,5,McDonald's,Purchase,495,01/01/2020 18:39,Negative
209974,227,6,Moscow subway,Purchase,65,01/01/2020 18:39,Negative
551913,595,3,Kiwi Taxi,Purchase,978,01/01/2020 18:39,Negative
746612,804,6,Moscow subway,Purchase,99,01/01/2020 18:40,Negative
167733,181,eight,Cinema Pobeda,Purchase,383,01/01/2020 18:40,Negative
481509,519,6,,Purchase,86,01/01/2020 18:41,Negative
699436,753,6,Arrow,Purchase,88,01/01/2020 18:41,Negative
240362,260,6,Moscow subway,Purchase,80,01/01/2020 18:42,Negative
35620,39,5,PizzaHut,Purchase,333,01/01/2020 18:42,Negative
12680,14,6,,Purchase,63,01/01/2020 18:43,Negative
631657,679,eight,Kinohod,Purchase,306,01/01/2020 18:44,Negative
66010,71,14,Miraj Restaurant,Purchase,602,01/01/2020 18:45,Negative
458569,494,eight,Karo Film,Purchase,385,01/01/2020 18:45,Negative
147000,159,2,Crossroads,Purchase,1745,01/01/2020 18:46,Negative
510234,550,3,YandexGO,Purchase,302,01/01/2020 18:47,Negative
624566,672,2,Yandex.Lavka,Purchase,1474,01/01/2020 18:47,Negative
454717,490,6,Moscow subway,Purchase,61,01/01/2020 18:49,Negative
908001,978,10,Great Moscow Circus,Purchase,443,01/01/2020 18:50,Negative
437890,472,6,Moscow subway,Purchase,97,01/01/2020 18:52,Negative
784571,846,2,Platypus Online,Purchase,1748,01/01/2020 18:52,Negative
887058,956,5,Dodo Pizza,Purchase,335,01/01/2020 18:52,Negative
471758,509,2,Yandex.Lavka,Purchase,4820,01/01/2020 18:53,Negative
795147,857,6,,Purchase,76,01/01/2020 18:54,Negative
589612,634,7,Pharmacy 23 plus,Purchase,596,01/01/2020 18:54,Negative
65357,71,3,Citymobil,Purchase,350,01/01/2020 18:54,Negative
569416,613,eight,Karo Film,Purchase,443,01/01/2020 18:55,Negative
913022,984,5,KFC,Purchase,354,01/01/2020 18:56,Negative
562914,606,6,,Purchase,67,01/01/2020 18:56,Negative
709412,764,5,Dodo Pizza,Purchase,508,01/01/2020 18:56,Negative
553364,596,6,Moscow subway,Purchase,59,01/01/2020 18:57,Negative
264858,286,28,,Replenishment,2274,01/01/2020 18:58,Positive
638312,687,5,Burger king,Purchase,588,01/01/2020 18:59,Negative
69528,75,6,Arrow,Purchase,62,01/01/2020 18:59,Negative
186764,202,eight,Karo Film,Purchase,332,01/01/2020 19:00,Negative
549840,592,eleven,BritVa Barbershop,Purchase,1451,01/01/2020 19:02,Negative
389623,420,6,Arrow,Purchase,89,01/01/2020 19:03,Negative
657125,707,15,Gas station GAZPROM,Purchase,1303,01/01/2020 19:03,Negative
500465,539,6,,Purchase,71,01/01/2020 19:03,Negative
165728,179,6,Moscow subway,Purchase,56,01/01/2020 19:03,Negative
341015,369,one,BelkaCar,Purchase,1043,01/01/2020 19:03,Negative
87712,95,one,Youdrive,Purchase,1131,01/01/2020 19:03,Negative
179780,195,5,Burger king,Purchase,252,01/01/2020 19:04,Negative
720334,775,twenty,,Purchase,2296,01/01/2020 19:04,Negative
134709,145,6,Moscow subway,Purchase,86,01/01/2020 19:04,Negative
256361,277,14,Miraj Restaurant,Purchase,2408,01/01/2020 19:04,Negative
578622,623,5,KFC,Purchase,241,01/01/2020 19:05,Negative
481541,519,6,,Purchase,82,01/01/2020 19:05,Negative
691660,745,9,Rospechat,Purchase,340,01/01/2020 19:06,Negative
726634,782,7,Pharmacy 23 plus,Purchase,453,01/01/2020 19:06,Negative
525951,567,2,Auchan,Purchase,410,01/01/2020 19:06,Negative
393223,424,5,Dodo Pizza,Purchase,534,01/01/2020 19:06,Negative
464553,501,6,Arrow,Purchase,53,01/01/2020 19:08,Negative
873008,940,28,,Replenishment,2997,01/01/2020 19:09,Positive
165436,179,5,KFC,Purchase,560,01/01/2020 19:09,Negative
835216,899,eleven,Cosmetic center,Purchase,1793,01/01/2020 19:09,Negative
142108,153,10,Theater Magic Lantern,Purchase,587,01/01/2020 19:12,Negative
374851,404,7,Pharmacy VITA Express,Purchase,282,01/01/2020 19:14,Negative
361356,390,5,Yakitoria,Purchase,568,01/01/2020 19:14,Negative
222676,240,17,,Purchase,5102,01/01/2020 19:16,Negative
389508,420,5,,Purchase,311,01/01/2020 19:17,Negative
676661,729,2,Billa,Purchase,2153,01/01/2020 19:17,Negative
305006,329,eighteen,,Purchase,2052,01/01/2020 19:17,Negative
85923,93,5,Yakitoria,Purchase,452,01/01/2020 19:18,Negative
397065,428,6,,Purchase,87,01/01/2020 19:19,Negative
227802,246,6,,Purchase,53,01/01/2020 19:19,Negative
468946,506,3,GETT,Purchase,471,01/01/2020 19:20,Negative
150849,163,6,,Purchase,50,01/01/2020 19:20,Negative
2089,3,5,PizzaHut,Purchase,269,01/01/2020 19:22,Negative
61441,67,one,Carousel,Purchase,561,01/01/2020 19:22,Negative
400603,432,one,Carousel,Purchase,631,01/01/2020 19:23,Negative
479498,517,6,Moscow subway,Purchase,83,01/01/2020 19:24,Negative
648564,698,3,Citymobil,Purchase,499,01/01/2020 19:25,Negative
438303,472,eighteen,,Purchase,1376,01/01/2020 19:26,Negative
335926,363,9,Read-city,Purchase,253,01/01/2020 19:26,Negative
197005,213,6,Arrow,Purchase,98,01/01/2020 19:26,Negative
788705,850,thirteen,H&M,Purchase,1001,01/01/2020 19:27,Negative
163353,176,15,ROSNEFT,Purchase,1290,01/01/2020 19:27,Negative
94937,102,7,Pharmacy VITA Express,Purchase,501,01/01/2020 19:28,Negative
278445,301,eight,Okko,Purchase,428,01/01/2020 19:29,Negative
181429,196,28,,Replenishment,272,01/01/2020 19:30,Positive
404692,436,thirteen,H&M,Purchase,5451,01/01/2020 19:32,Negative
244993,265,6,,Purchase,93,01/01/2020 19:34,Negative
493449,531,28,,Replenishment,2987,01/01/2020 19:36,Positive
463239,500,3,YandexGO,Purchase,841,01/01/2020 19:37,Negative
330002,357,6,Moscow subway,Purchase,57,01/01/2020 19:37,Negative
673283,725,5,Dodo Pizza,Purchase,560,01/01/2020 19:37,Negative
614044,660,21,,Purchase,3161,01/01/2020 19:38,Negative
795716,858,2,Crossroads,Purchase,3989,01/01/2020 19:38,Negative
792189,854,5,Burger king,Purchase,508,01/01/2020 19:39,Negative
798315,860,9,Read-city,Purchase,592,01/01/2020 19:40,Negative
905048,975,thirteen,Marks & Spencer,Purchase,7915,01/01/2020 19:41,Negative
56424,61,6,Moscow subway,Purchase,67,01/01/2020 19:41,Negative
821095,884,eleven,BritVa Barbershop,Purchase,1850,01/01/2020 19:42,Negative
233772,253,5,PizzaHut,Purchase,185,01/01/2020 19:42,Negative
277562,300,14,Solo Burger Bar,Purchase,1182,01/01/2020 19:42,Negative
437287,471,10,Bowling Club Scooter,Purchase,533,01/01/2020 19:43,Negative
240049,260,3,Kiwi Taxi,Purchase,906,01/01/2020 19:44,Negative
126789,136,15,Gas station GAZPROM,Purchase,1326,01/01/2020 19:44,Negative
279691,303,5,Yakitoria,Purchase,427,01/01/2020 19:44,Negative
799846,862,6,Arrow,Purchase,63,01/01/2020 19:46,Negative
721114,776,eleven,Rive Gauche,Purchase,1127,01/01/2020 19:46,Negative
696642,750,7,Planet Health,Purchase,301,01/01/2020 19:47,Negative
689407,743,5,PizzaHut,Purchase,588,01/01/2020 19:47,Negative
788374,850,6,Arrow,Purchase,85,01/01/2020 19:48,Negative
84318,91,6,,Purchase,82,01/01/2020 19:48,Negative
905305,976,one,Carousel,Purchase,1010,01/01/2020 19:48,Negative
656860,707,6,,Purchase,56,01/01/2020 19:50,Negative
502240,541,5,PizzaHut,Purchase,579,01/01/2020 19:52,Negative
640439,689,6,,Purchase,53,01/01/2020 19:52,Negative
591531,636,eleven,Hairdresser DIMAX,Purchase,1239,01/01/2020 19:55,Negative
327264,354,6,Arrow,Purchase,58,01/01/2020 19:55,Negative
172625,187,5,McDonald's,Purchase,298,01/01/2020 19:56,Negative
554931,598,2,Auchan,Purchase,4438,01/01/2020 19:56,Negative
36659,40,5,Yakitoria,Purchase,572,01/01/2020 19:57,Negative
285368,309,one,Lifcar,Purchase,723,01/01/2020 19:57,Negative
289362,313,6,Moscow subway,Purchase,78,01/01/2020 19:57,Negative
203412,220,6,Arrow,Purchase,80,01/01/2020 19:58,Negative
569452,613,eight,Kinohod,Purchase,337,01/01/2020 19:58,Negative
738735,795,28,,Translation,742,01/01/2020 20:00,Negative
397502,428,thirteen,WILDBERRIES,Purchase,7683,01/01/2020 20:00,Negative
870280,938,2,Crossroads,Purchase,1175,01/01/2020 20:01,Negative
706621,761,5,,Purchase,526,01/01/2020 20:01,Negative
709558,764,6,,Purchase,99,01/01/2020 20:01,Negative
11301,thirteen,one,Youdrive,Purchase,1487,01/01/2020 20:02,Negative
602481,648,6,,Purchase,71,01/01/2020 20:02,Negative
80383,87,2,Yandex.Lavka,Purchase,3249,01/01/2020 20:03,Negative
279916,303,6,,Purchase,68,01/01/2020 20:03,Negative
10106,eleven,9,Read-city,Purchase,246,01/01/2020 20:04,Negative
1015,2,2,Crossroads,Purchase,4509,01/01/2020 20:05,Negative
339541,367,6,Moscow subway,Purchase,74,01/01/2020 20:05,Negative
389728,420,6,Moscow subway,Purchase,92,01/01/2020 20:06,Negative
40116,43,eighteen,,Purchase,2649,01/01/2020 20:06,Negative
569647,613,sixteen,,Purchase,1367,01/01/2020 20:07,Negative
527171,568,6,Arrow,Purchase,69,01/01/2020 20:08,Negative
353325,381,eight,Cinema Pobeda,Purchase,440,01/01/2020 20:09,Negative
262779,284,9,Storytel,Purchase,233,01/01/2020 20:09,Negative
424320,458,one,Yandex.Drive,Purchase,1371,01/01/2020 20:10,Negative
294194,318,6,,Purchase,58,01/01/2020 20:10,Negative
513100,553,5,Dodo Pizza,Purchase,252,01/01/2020 20:10,Negative
884880,953,28,,Replenishment,459,01/01/2020 20:10,Positive
138865,150,5,,Purchase,320,01/01/2020 20:11,Negative
400792,432,6,,Purchase,74,01/01/2020 20:11,Negative
439368,474,2,Crossroads,Purchase,809,01/01/2020 20:11,Negative
775029,835,6,Arrow,Purchase,54,01/01/2020 20:11,Negative
620417,667,eighteen,,Purchase,1963,01/01/2020 20:12,Negative
732932,789,6,Arrow,Purchase,one hundred,01/01/2020 20:13,Negative
730349,786,10,Theater Magic Lantern,Purchase,559,01/01/2020 20:14,Negative
51708,56,5,PizzaHut,Purchase,266,01/01/2020 20:14,Negative
836496,901,5,PizzaHut,Purchase,529,01/01/2020 20:14,Negative
877556,945,nineteen,,Purchase,726,01/01/2020 20:15,Negative
73365,79,eight,Kinohod,Purchase,442,01/01/2020 20:16,Negative
16072,eighteen,5,,Purchase,401,01/01/2020 20:16,Negative
379143,409,5,Dodo Pizza,Purchase,457,01/01/2020 20:17,Negative
927831,999,eight,Okko,Purchase,447,01/01/2020 20:18,Negative
28999,32,5,McDonald's,Purchase,579,01/01/2020 20:18,Negative
434248,468,6,,Purchase,98,01/01/2020 20:19,Negative
780556,841,7,Pharmacy VITA Express,Purchase,146,01/01/2020 20:19,Negative
199524,216,5,Burger king,Purchase,499,01/01/2020 20:19,Negative
213652,231,5,KFC,Purchase,150,01/01/2020 20:23,Negative
854923,921,5,Tanuki,Purchase,572,01/01/2020 20:25,Negative
309855,335,5,McDonald's,Purchase,262,01/01/2020 20:26,Negative
833985,898,6,Arrow,Purchase,90,01/01/2020 20:26,Negative
587540,632,6,Arrow,Purchase,83,01/01/2020 20:26,Negative
400484,431,28,,Translation,2928,01/01/2020 20:27,Negative
46018,50,5,,Purchase,311,01/01/2020 20:27,Negative
793358,855,6,Arrow,Purchase,52,01/01/2020 20:27,Negative
252292,273,5,McDonald's,Purchase,550,01/01/2020 20:27,Negative
340002,368,one,Youdrive,Purchase,1427,01/01/2020 20:28,Negative
381395,411,6,,Purchase,69,01/01/2020 20:28,Negative
862220,929,6,,Purchase,74,01/01/2020 20:30,Negative
517830,558,5,Dodo Pizza,Purchase,519,01/01/2020 20:31,Negative
517401,557,15,Gas station GAZPROM,Purchase,1175,01/01/2020 20:32,Negative
714695,769,7,Pharmacy 23 plus,Purchase,198,01/01/2020 20:32,Negative
911309,982,6,Moscow subway,Purchase,77,01/01/2020 20:32,Negative
778365,839,6,Moscow subway,Purchase,69,01/01/2020 20:33,Negative
33791,37,6,,Purchase,54,01/01/2020 20:33,Negative
149907,162,5,Tanuki,Purchase,472,01/01/2020 20:33,Negative
723334,779,5,KFC,Purchase,535,01/01/2020 20:33,Negative
806121,868,28,,Translation,2394,01/01/2020 20:33,Negative
919144,990,6,,Purchase,88,01/01/2020 20:34,Negative
860096,927,3,GETT,Purchase,735,01/01/2020 20:34,Negative
482399,520,6,Moscow subway,Purchase,50,01/01/2020 20:36,Negative
466191,503,5,Dodo Pizza,Purchase,159,01/01/2020 20:36,Negative
428751,462,14,Own company,Purchase,2248,01/01/2020 20:37,Negative
233260,252,6,Arrow,Purchase,72,01/01/2020 20:37,Negative
708696,763,6,Arrow,Purchase,82,01/01/2020 20:37,Negative
717110,772,6,Moscow subway,Purchase,94,01/01/2020 20:37,Negative
267719,290,5,Burger king,Purchase,278,01/01/2020 20:38,Negative
418669,451,nineteen,,Purchase,1411,01/01/2020 20:38,Negative
558472,601,sixteen,,Purchase,1474,01/01/2020 20:38,Negative
191733,208,5,Dodo Pizza,Purchase,313,01/01/2020 20:38,Negative
634030,682,6,,Purchase,72,01/01/2020 20:40,Negative
811850,874,28,,Translation,1741,01/01/2020 20:42,Negative
234042,253,6,Moscow subway,Purchase,67,01/01/2020 20:44,Negative
789617,851,7,Planet Health,Purchase,369,01/01/2020 20:44,Negative
116107,125,6,Arrow,Purchase,84,01/01/2020 20:44,Negative
765374,824,28,,Translation,1928,01/01/2020 20:44,Negative
902029,972,6,Moscow subway,Purchase,70,01/01/2020 20:46,Negative
58422,63,eleven,Rive Gauche,Purchase,2475,01/01/2020 20:46,Negative
872532,940,6,Arrow,Purchase,63,01/01/2020 20:47,Negative
55601,60,9,Storytel,Purchase,307,01/01/2020 20:47,Negative
11139,12,eighteen,,Purchase,961,01/01/2020 20:47,Negative
21440,23,28,,Replenishment,1098,01/01/2020 20:48,Positive
297781,322,3,YandexGO,Purchase,252,01/01/2020 20:48,Negative
561177,604,10,Great Moscow Circus,Purchase,251,01/01/2020 20:48,Negative
886376,955,6,Arrow,Purchase,66,01/01/2020 20:49,Negative
881905,950,9,Read-city,Purchase,499,01/01/2020 20:49,Negative
49448,53,sixteen,,Purchase,568,01/01/2020 20:49,Negative
59051,64,6,,Purchase,78,01/01/2020 20:49,Negative
904456,975,5,Yakitoria,Purchase,438,01/01/2020 20:51,Negative
634478,682,28,,Translation,202,01/01/2020 20:51,Negative
464076,500,28,,Replenishment,1212,01/01/2020 20:51,Positive
591623,636,7,Pharmacy 23 plus,Purchase,230,01/01/2020 20:53,Negative
159324,172,6,,Purchase,79,01/01/2020 20:53,Negative
643710,692,10,Coral pool,Purchase,507,01/01/2020 20:53,Negative
519330,559,thirteen,H&M,Purchase,1974,01/01/2020 20:54,Negative
585605,630,6,Moscow subway,Purchase,63,01/01/2020 20:54,Negative
364600,393,10,Coral pool,Purchase,467,01/01/2020 20:54,Negative
892579,962,6,Moscow subway,Purchase,60,01/01/2020 20:55,Negative
115840,124,28,,Replenishment,2387,01/01/2020 20:55,Positive
865099,932,6,,Purchase,96,01/01/2020 20:56,Negative
885564,954,7,Planet Health,Purchase,183,01/01/2020 20:56,Negative
781534,842,thirteen,Lamoda,Purchase,7418,01/01/2020 20:57,Negative
392077,422,28,,Translation,976,01/01/2020 20:59,Negative
530764,572,6,,Purchase,72,01/01/2020 21:00,Negative
226200,244,eight,Okko,Purchase,410,01/01/2020 21:00,Negative
482770,520,9,Storytel,Purchase,385,01/01/2020 21:00,Negative
573735,618,5,Dodo Pizza,Purchase,485,01/01/2020 21:01,Negative
813608,876,15,Gas station GAZPROM,Purchase,1485,01/01/2020 21:01,Negative
66363,72,one,Yandex.Drive,Purchase,502,01/01/2020 21:02,Negative
617521,664,thirteen,WILDBERRIES,Purchase,1353,01/01/2020 21:03,Negative
907681,978,6,Moscow subway,Purchase,79,01/01/2020 21:03,Negative
117646,127,5,Yakitoria,Purchase,379,01/01/2020 21:03,Negative
457818,493,28,,Translation,58,01/01/2020 21:04,Negative
257736,279,6,Arrow,Purchase,95,01/01/2020 21:04,Negative
566167,609,28,,Replenishment,847,01/01/2020 21:05,Positive
564243,607,24,,Purchase,27358,01/01/2020 21:06,Negative
98107,106,2,Auchan,Purchase,1298,01/01/2020 21:06,Negative
741823,799,6,,Purchase,53,01/01/2020 21:07,Negative
742509,799,28,,Translation,2169,01/01/2020 21:07,Negative
477162,514,28,,Translation,1737,01/01/2020 21:07,Negative
13746,15,9,Rospechat,Purchase,294,01/01/2020 21:08,Negative
616289,663,6,Moscow subway,Purchase,69,01/01/2020 21:09,Negative
279951,303,6,,Purchase,81,01/01/2020 21:09,Negative
766612,826,6,,Purchase,65,01/01/2020 21:09,Negative
667167,718,6,,Purchase,91,01/01/2020 21:09,Negative
616107,662,28,,Replenishment,950,01/01/2020 21:10,Positive
771951,832,2,SberMarket,Purchase,3116,01/01/2020 21:10,Negative
578857,623,6,,Purchase,92,01/01/2020 21:12,Negative
344217,372,5,Burger king,Purchase,283,01/01/2020 21:12,Negative
77898,84,6,Arrow,Purchase,91,01/01/2020 21:13,Negative
689023,742,twenty,,Purchase,2349,01/01/2020 21:13,Negative
458622,494,15,Lukoil gas station,Purchase,1064,01/01/2020 21:13,Negative
32783,36,6,,Purchase,66,01/01/2020 21:15,Negative
839402,904,6,Arrow,Purchase,69,01/01/2020 21:15,Negative
667008,718,6,Arrow,Purchase,50,01/01/2020 21:15,Negative
622552,670,3,YandexGO,Purchase,946,01/01/2020 21:16,Negative
412359,445,6,Arrow,Purchase,75,01/01/2020 21:16,Negative
179206,194,6,Arrow,Purchase,54,01/01/2020 21:18,Negative
352427,380,15,Lukoil gas station,Purchase,1416,01/01/2020 21:18,Negative
704136,758,thirteen,H&M,Purchase,1252,01/01/2020 21:18,Negative
845631,911,2,Platypus Online,Purchase,2770,01/01/2020 21:19,Negative
15055,17,2,Billa,Purchase,1222,01/01/2020 21:20,Negative
777969,838,eleven,Cosmetic center,Purchase,1621,01/01/2020 21:23,Negative
732612,789,5,Dodo Pizza,Purchase,212,01/01/2020 21:23,Negative
359174,387,28,,Translation,2956,01/01/2020 21:23,Negative
798261,860,14,Solo Burger Bar,Purchase,1917,01/01/2020 21:23,Negative
9179,10,14,IL patio,Purchase,1429,01/01/2020 21:24,Negative
830003,894,6,Moscow subway,Purchase,93,01/01/2020 21:26,Negative
238843,258,6,Arrow,Purchase,67,01/01/2020 21:27,Negative
210587,227,28,,Translation,427,01/01/2020 21:28,Negative
578338,622,28,,Replenishment,1059,01/01/2020 21:28,Positive
475938,513,6,Arrow,Purchase,89,01/01/2020 21:28,Negative
599574,645,6,Moscow subway,Purchase,97,01/01/2020 21:30,Negative
43137,47,5,McDonald's,Purchase,177,01/01/2020 21:31,Negative
451526,487,3,Citymobil,Purchase,424,01/01/2020 21:31,Negative
39782,43,6,Moscow subway,Purchase,64,01/01/2020 21:32,Negative
71622,77,nineteen,,Purchase,1392,01/01/2020 21:32,Negative
71488,77,10,Great Moscow Circus,Purchase,753,01/01/2020 21:33,Negative
567063,610,15,Gas station GAZPROMNEFT,Purchase,1012,01/01/2020 21:33,Negative
439732,474,6,Moscow subway,Purchase,98,01/01/2020 21:34,Negative
158638,171,7,36.6,Purchase,365,01/01/2020 21:35,Negative
243967,264,6,Moscow subway,Purchase,94,01/01/2020 21:35,Negative
695890,750,2,Yandex.Lavka,Purchase,3393,01/01/2020 21:35,Negative
64131,69,eight,Karo Film,Purchase,475,01/01/2020 21:36,Negative
786442,848,5,Tanuki,Purchase,494,01/01/2020 21:36,Negative
93390,101,2,Yandex.Lavka,Purchase,1601,01/01/2020 21:37,Negative
666193,717,6,,Purchase,60,01/01/2020 21:38,Negative
374747,404,eleven,BritVa Barbershop,Purchase,1843,01/01/2020 21:38,Negative
391391,422,5,PizzaHut,Purchase,513,01/01/2020 21:38,Negative
808650,871,6,,Purchase,53,01/01/2020 21:39,Negative
813444,876,6,,Purchase,63,01/01/2020 21:39,Negative
693190,747,6,,Purchase,64,01/01/2020 21:40,Negative
880274,948,28,,Replenishment,2712,01/01/2020 21:40,Positive
587731,632,eleven,Rive Gauche,Purchase,2002,01/01/2020 21:41,Negative
888239,957,6,Arrow,Purchase,87,01/01/2020 21:41,Negative
790748,852,thirteen,Marks & Spencer,Purchase,6631,01/01/2020 21:42,Negative
14549,sixteen,6,,Purchase,62,01/01/2020 21:42,Negative
780930,842,5,KFC,Purchase,401,01/01/2020 21:43,Negative
420347,453,7,Planet Health,Purchase,564,01/01/2020 21:44,Negative
338354,366,6,Arrow,Purchase,61,01/01/2020 21:44,Negative
539791,582,3,UBER,Purchase,207,01/01/2020 21:45,Negative
296233,320,6,Moscow subway,Purchase,73,01/01/2020 21:45,Negative
440761,475,6,Arrow,Purchase,81,01/01/2020 21:46,Negative
751309,809,7,36.6,Purchase,453,01/01/2020 21:47,Negative
784473,845,28,,Replenishment,1169,01/01/2020 21:47,Positive
824818,888,6,Moscow subway,Purchase,67,01/01/2020 21:47,Negative
826422,890,6,Arrow,Purchase,59,01/01/2020 21:48,Negative
267147,289,6,,Purchase,90,01/01/2020 21:49,Negative
744383,802,2,Platypus Online,Purchase,4974,01/01/2020 21:49,Negative
526377,567,6,,Purchase,99,01/01/2020 21:50,Negative
196916,213,6,Moscow subway,Purchase,80,01/01/2020 21:50,Negative
713977,769,one,Lifcar,Purchase,1392,01/01/2020 21:51,Negative
93163,one hundred,17,,Purchase,49266,01/01/2020 21:51,Negative
500567,539,6,Arrow,Purchase,71,01/01/2020 21:51,Negative
808463,871,5,McDonald's,Purchase,547,01/01/2020 21:53,Negative
173956,188,eleven,Rive Gauche,Purchase,1605,01/01/2020 21:53,Negative
286747,310,6,Moscow subway,Purchase,57,01/01/2020 21:54,Negative
195829,212,6,Moscow subway,Purchase,72,01/01/2020 21:55,Negative
284596,308,5,Burger king,Purchase,290,01/01/2020 21:55,Negative
416628,449,eight,Cinema Pobeda,Purchase,488,01/01/2020 21:55,Negative
919822,991,6,Moscow subway,Purchase,67,01/01/2020 21:57,Negative
720153,775,10,Great Moscow Circus,Purchase,209,01/01/2020 21:57,Negative
500632,539,6,Moscow subway,Purchase,83,01/01/2020 21:57,Negative
622972,670,6,Arrow,Purchase,82,01/01/2020 21:59,Negative
602602,648,6,,Purchase,83,01/01/2020 21:59,Negative
440084,474,sixteen,,Purchase,1206,01/01/2020 22:00,Negative
693044,747,5,PizzaHut,Purchase,341,01/01/2020 22:00,Negative
